42	63	-0.00720788569573
36	59	-0.00566172302665
36	58	-0.00261197703909
36	97	0.000373899922559
36	42	0.00454401507309
36	112	0.0071413554604
36	57	0.00960563537705
36	75	0.011936854823
36	44	0.0156598867922
36	66	0.0208532369621
36	86	0.0275169053328
36	48	0.034019570534
36	91	0.0419925539361
36	92	0.0514358555389
36	76	0.054192868491
36	96	0.0569977832126
20	36	0.0610787478477
20	113	0.0652355569512
20	65	0.0706404732695
17	20	0.0758843864183
17	87	0.0825986177678
17	56	0.0878145882178
17	27	0.0942214498801
17	95	0.100789314712
17	62	0.108520128057
17	70	0.117721259604
28	50	0.119244801993
28	90	0.122291886771
11	28	0.126826587611
11	24	0.132859549351
11	69	0.140328233569
4	11	0.142741950507
4	5	0.146534173921
4	10	0.148719026849
4	84	0.152281055649
4	107	0.155817802959
4	81	0.160703783441
4	98	0.167060082125
3	4	0.171445755238
3	52	0.176028357848
3	102	0.182109221357
3	40	0.189467465384
3	72	0.198296027613
3	74	0.208594908042
3	83	0.21057617845
2	3	0.2121170187
12	85	0.213628585647
12	14	0.216638413493
12	26	0.221146502239
12	38	0.227100958302
12	43	0.234525732564
12	54	0.236976706434
12	71	0.240925941203
12	99	0.246373436872
12	18	0.253198108412
12	31	0.261493098153
12	34	0.271258406095
12	61	0.282494032238
33	103	0.283992293138
33	105	0.286988814937
25	33	0.291443679495
25	37	0.297368862253
25	45	0.304764363213
25	89	0.313630182373
25	109	0.323966319734
1	25	0.335659673895
1	80	0.337502561414
1	79	0.339184445763
1	94	0.340863668903
1	101	0.344041152942
1	19	0.348531943827
1	29	0.354493052913
1	30	0.361924480199
1	55	0.370826225687
1	35	0.379566968004
1	82	0.383252743042
0	1	0.384873419574
0	93	0.386879971472
8	41	0.388364926324
8	9	0.391320199378
8	16	0.394114469262
8	23	0.398379057346
8	104	0.404042110978
8	22	0.407970056072
8	78	0.411736997996
8	108	0.415460029965
8	51	0.420550923573
8	68	0.427112135381
8	111	0.43514366539
8	21	0.44301419223
8	77	0.45235503727
7	8	0.462962617991
7	67	0.466853306154
7	46	0.469156582901
7	73	0.472930177849
7	114	0.476542769627
7	49	0.479994358236
7	110	0.484916265046
7	53	0.490999789764
7	88	0.498523028776
13	32	0.499993346976
13	39	0.502933983378
13	100	0.507344937981
13	15	0.513167664177
13	47	0.518873297159
13	60	0.524417926971
13	64	0.531432874984
13	106	0.539918141198
6	13	0.549740665143
6	12	0.544303814311
2	7	0.522516492845
0	17	0.47401329008
0	6	0.3615572333
0	2	-1.66533453694e-16
END
